"","alpha","Method","coverage","width","simul_id","width_base","diff_coverage","ratio_width"
"1",0.02,"training data quantile",0.96925,3.19390862503195,1,3.32319444543124,-0.01075,0.961095920650376
"2",0.03,"training data quantile",0.9559,2.96358246812168,1,3.11595489362727,-0.0141,0.951099283941105
"3",0.04,"training data quantile",0.94445,2.80194811215113,1,2.93815458716279,-0.01555,0.953642168588826
"4",0.05,"training data quantile",0.93665,2.7135902434503,1,2.72524921267483,-0.01335,0.995721870436544
"5",0.06,"training data quantile",0.9288,2.63008354560688,1,2.58360761290858,-0.0112000000000001,1.01798877370778
"6",0.07,"training data quantile",0.91695,2.53203658705048,1,2.5234968318793,-0.01305,1.00338409585592
"7",0.08,"training data quantile",0.9091,2.47396391323733,1,2.47079187040594,-0.0109,1.00128381628148
"8",0.09,"training data quantile",0.8987,2.4086458835413,1,2.42354315145718,-0.0113,0.993853103912378
"9",0.1,"training data quantile",0.89225,2.35943911866472,1,2.37636416341634,-0.00775000000000003,0.992877756274828
"10",0.11,"training data quantile",0.8862,2.31522208743455,1,2.32614419946136,-0.00380000000000003,0.995304628135549
"11",0.12,"training data quantile",0.8787,2.273557048606,1,2.27717990089819,-0.00129999999999997,0.998409061888013
"12",0.13,"training data quantile",0.8656,2.20242357976527,1,2.22869977956179,-0.00439999999999996,0.988210076548899
"13",0.14,"training data quantile",0.8551,2.13328998821968,1,2.1812292974643,-0.00490000000000002,0.978021884585745
"14",0.15,"training data quantile",0.84485,2.07135496107683,1,2.13373897601065,-0.00514999999999999,0.970763052259346
"15",0.16,"training data quantile",0.83665,2.02170862844983,1,2.08591488400252,-0.00334999999999996,0.969219139263496
"16",0.17,"training data quantile",0.8296,1.97697410398977,1,2.03249461111007,-0.000399999999999956,0.972683564907476
"17",0.18,"training data quantile",0.82135,1.93654452680017,1,1.97229862287256,0.00134999999999996,0.981871864809031
"18",0.19,"training data quantile",0.8089,1.88305614886768,1,1.89731303674059,-0.0011000000000001,0.992485748215069
"19",0.2,"training data quantile",0.80015,1.84615517042622,1,1.80115518018489,0.000150000000000095,1.02498396070277
"20",0.21,"training data quantile",0.7892,1.79334170092836,1,1.73411239084782,-0.000800000000000023,1.03415540445541
"21",0.22,"training data quantile",0.7784,1.74636869726172,1,1.70075141231597,-0.00160000000000005,1.02682184157862
"22",0.23,"training data quantile",0.77075,1.7173829892242,1,1.67423061689947,0.000750000000000028,1.0257744494033
"23",0.24,"training data quantile",0.76285,1.69037671855781,1,1.65071179542492,0.00285000000000002,1.02402898146292
"24",0.25,"training data quantile",0.75185,1.64783696448028,1,1.62821664989671,0.00185000000000013,1.01205018667806
"25",0.26,"training data quantile",0.7397,1.60719188404612,1,1.60693476503163,-0.000299999999999967,1.00016000588206
"26",0.27,"training data quantile",0.73215,1.58503726899459,1,1.5861833595933,0.0021500000000001,0.99927745390104
"27",0.28,"training data quantile",0.71985,1.55573274924992,1,1.56601346120277,-0.000149999999999983,0.993435106269808
"28",0.29,"training data quantile",0.71305,1.54079752886949,1,1.54636124187441,0.00305,0.996402061268571
"29",0.3,"training data quantile",0.70285,1.52094626127587,1,1.527272549376,0.00285000000000002,0.995857787071
"30",0.31,"training data quantile",0.69125,1.50104966097925,1,1.50897305766475,0.00124999999999997,0.994749146351383
"31",0.32,"training data quantile",0.68285,1.4883556728471,1,1.49120420745438,0.00285000000000002,0.998089775637004
"32",0.33,"training data quantile",0.6757,1.47432902751681,1,1.47307498882528,0.00570000000000004,1.00085130675699
"33",0.34,"training data quantile",0.6637,1.4529291557063,1,1.45543852922421,0.00370000000000004,0.998275864306514
"34",0.35,"training data quantile",0.65265,1.42933490378099,1,1.43797721241865,0.00265000000000004,0.993989954386602
"35",0.36,"training data quantile",0.64455,1.4115131381958,1,1.42101590788556,0.00455000000000005,0.993312692956477
"36",0.37,"training data quantile",0.63575,1.39089238823338,1,1.40356147287013,0.00575000000000014,0.990973616131797
"37",0.38,"training data quantile",0.6228,1.36669764290478,1,1.38634796014859,0.00280000000000014,0.985825840403226
"38",0.39,"training data quantile",0.61445,1.34685057756367,1,1.3684476876473,0.00444999999999984,0.984217803662805
"39",0.4,"training data quantile",0.60265,1.32041381350376,1,1.34869639616764,0.00265000000000004,0.97902968915447
"40",0.41,"training data quantile",0.5941,1.30246637013802,1,1.32825577478805,0.00410000000000021,0.980584007132104
"41",0.42,"training data quantile",0.58175,1.27752466508583,1,1.30787898495591,0.00174999999999992,0.976791186173004
"42",0.43,"training data quantile",0.5751,1.25995338361124,1,1.28751834605312,0.0051000000000001,0.978590625503411
"43",0.44,"training data quantile",0.5626,1.23690909777353,1,1.26682688890588,0.00259999999999994,0.976383678469127
"44",0.45,"training data quantile",0.55555,1.21870680047711,1,1.24582362120737,0.00554999999999994,0.978233820366982
"45",0.46,"training data quantile",0.548,1.20084523085473,1,1.2250646799691,0.00800000000000001,0.980230064983192
"46",0.47,"training data quantile",0.5367,1.17146521694644,1,1.20413835544474,0.00669999999999993,0.972865959837117
"47",0.48,"training data quantile",0.5282,1.15254134509563,1,1.18287031538754,0.00819999999999999,0.974359851712087
"48",0.49,"training data quantile",0.51965,1.13030776784071,1,1.16148123898358,0.00964999999999994,0.973160590032308
"49",0.5,"training data quantile",0.50695,1.09837201450086,1,1.13993152738757,0.00695000000000001,0.963542097145121
"50",0.02,"split dcp",0.97655,3.42703563196717,1,3.32319444543124,-0.00344999999999995,1.03124740012691
"51",0.03,"split dcp",0.9694,3.19689595635373,1,3.11595489362727,-0.000599999999999934,1.02597632683708
"52",0.04,"split dcp",0.95995,3.03543580728271,1,2.93815458716279,-4.99999999999945e-05,1.03310963301419
"53",0.05,"split dcp",0.94825,2.85903170546934,1,2.72524921267483,-0.00174999999999992,1.04909000328201
"54",0.06,"split dcp",0.94035,2.76007173660839,1,2.58360761290858,0.000350000000000072,1.068301441294
"55",0.07,"split dcp",0.9331,2.67084774059911,1,2.5234968318793,0.0031000000000001,1.05839155685013
"56",0.08,"split dcp",0.9288,2.63008354560688,1,2.47079187040594,0.00879999999999992,1.06446988801803
"57",0.09,"split dcp",0.92015,2.5592437487355,1,2.42354315145718,0.0101500000000001,1.0559926474578
"58",0.1,"split dcp",0.9091,2.47396391323733,1,2.37636416341634,0.00910000000000011,1.04107104093031
"59",0.11,"split dcp",0.9021,2.43065340291178,1,2.32614419946136,0.0121,1.04492808462804
"60",0.12,"split dcp",0.89605,2.39034529902626,1,2.27717990089819,0.0160500000000001,1.04969541408803
"61",0.13,"split dcp",0.8867,2.31784311286601,1,2.22869977956179,0.0167000000000002,1.0399979100468
"62",0.14,"split dcp",0.8829,2.29349671473929,1,2.1812292974643,0.0228999999999999,1.05146979155539
"63",0.15,"split dcp",0.8656,2.20242357976527,1,2.13373897601065,0.0156000000000001,1.03218978728271
"64",0.16,"split dcp",0.8585,2.15469264988248,1,2.08591488400252,0.0185,1.03297246997346
"65",0.17,"split dcp",0.8475,2.09152868677663,1,2.03249461111007,0.0175000000000001,1.02904513268762
"66",0.18,"split dcp",0.8404,2.04370935266902,1,1.97229862287256,0.0204,1.03620685476748
"67",0.19,"split dcp",0.8332,1.9979947518428,1,1.89731303674059,0.0231999999999999,1.05306542102044
"68",0.2,"split dcp",0.82505,1.95612591558121,1,1.80115518018489,0.02505,1.08603963561897
"69",0.21,"split dcp",0.8176,1.91744977164605,1,1.73411239084782,0.0276000000000001,1.10572404751032
"70",0.22,"split dcp",0.80525,1.86722379488122,1,1.70075141231597,0.02525,1.09788166651501
"71",0.23,"split dcp",0.7923,1.81102405057164,1,1.67423061689947,0.0223,1.08170525152951
"72",0.24,"split dcp",0.7855,1.77662139767382,1,1.65071179542492,0.0255000000000001,1.07627594507889
"73",0.25,"split dcp",0.7784,1.74636869726172,1,1.62821664989671,0.0284,1.07256531087095
"74",0.26,"split dcp",0.76665,1.7026943462272,1,1.60693476503163,0.0266500000000001,1.05959145528455
"75",0.27,"split dcp",0.7553,1.66287419425431,1,1.5861833595933,0.0253000000000001,1.04834928710932
"76",0.28,"split dcp",0.743,1.6204044571632,1,1.56601346120277,0.0230000000000001,1.03473213820184
"77",0.29,"split dcp",0.73215,1.58503726899459,1,1.54636124187441,0.0221500000000001,1.02501099101094
"78",0.3,"split dcp",0.71985,1.55573274924992,1,1.527272549376,0.0198499999999999,1.01863465684992
"79",0.31,"split dcp",0.71305,1.54079752886949,1,1.50897305766475,0.02305,1.02109015203624
"80",0.32,"split dcp",0.70285,1.52094626127587,1,1.49120420745438,0.02285,1.01994499054711
"81",0.33,"split dcp",0.69805,1.5137637186336,1,1.47307498882528,0.0280500000000001,1.02762162830608
"82",0.34,"split dcp",0.6868,1.49495399020476,1,1.45543852922421,0.0268000000000002,1.02715020949845
"83",0.35,"split dcp",0.6794,1.48102332773609,1,1.43797721241865,0.0294000000000001,1.02993518599994
"84",0.36,"split dcp",0.66795,1.45951105097148,1,1.42101590788556,0.0279500000000001,1.02708987483694
"85",0.37,"split dcp",0.6637,1.4529291557063,1,1.40356147287013,0.0337000000000001,1.03517315328926
"86",0.38,"split dcp",0.65265,1.42933490378099,1,1.38634796014859,0.0326499999999998,1.03100732634814
"87",0.39,"split dcp",0.64455,1.4115131381958,1,1.3684476876473,0.0345499999999999,1.03147029363069
"88",0.4,"split dcp",0.63105,1.3824032872257,1,1.34869639616764,0.03105,1.02499220073089
"89",0.41,"split dcp",0.6228,1.36669764290478,1,1.32825577478805,0.0327999999999999,1.02894161564843
"90",0.42,"split dcp",0.6111,1.33694195354582,1,1.30787898495591,0.0310999999999999,1.02222145085609
"91",0.43,"split dcp",0.60265,1.32041381350376,1,1.28751834605312,0.0326500000000001,1.02554951356731
"92",0.44,"split dcp",0.59045,1.2942373837295,1,1.26682688890588,0.0304499999999999,1.02163712742732
"93",0.45,"split dcp",0.5785,1.26902673626262,1,1.24582362120737,0.0285,1.01862471914987
"94",0.46,"split dcp",0.57,1.25205369699992,1,1.2250646799691,0.03,1.02203068741766
"95",0.47,"split dcp",0.5588,1.2285474919094,1,1.20413835544474,0.0287999999999999,1.02027103974746
"96",0.48,"split dcp",0.54415,1.19113442370417,1,1.18287031538754,0.0241500000000001,1.00698648719908
"97",0.49,"split dcp",0.53265,1.16168490041334,1,1.16148123898358,0.0226500000000001,1.0001753462931
"98",0.5,"split dcp",0.524,1.14132347380494,1,1.13993152738757,0.024,1.00122107897178
"99",0.02,"DKW",0.99075,4.49060160990055,1,3.32319444543124,0.01075,1.35129065832253
"100",0.03,"DKW",0.99075,4.49060160990055,1,3.11595489362727,0.02075,1.44116386892657
"101",0.04,"DKW",0.9815,3.64962963602583,1,2.93815458716279,0.0215000000000001,1.2421503116179
"102",0.05,"DKW",0.9694,3.19689595635373,1,2.72524921267483,0.0194000000000001,1.17306554625732
"103",0.06,"DKW",0.95995,3.03543580728271,1,2.58360761290858,0.0199499999999999,1.17488266876001
"104",0.07,"DKW",0.94825,2.85903170546934,1,2.5234968318793,0.0182500000000001,1.13296425394763
"105",0.08,"DKW",0.94035,2.76007173660839,1,2.47079187040594,0.0203500000000001,1.11707981949727
"106",0.09,"DKW",0.9288,2.63008354560688,1,2.42354315145718,0.0187999999999999,1.08522249501748
"107",0.1,"DKW",0.9242,2.59001487630388,1,2.37636416341634,0.0242,1.08990655396031
"108",0.11,"DKW",0.91695,2.53203658705048,1,2.32614419946136,0.02695,1.08851230617466
"109",0.12,"DKW",0.9057,2.45252636855348,1,2.27717990089819,0.0257000000000001,1.07700158761551
"110",0.13,"DKW",0.8987,2.4086458835413,1,2.22869977956179,0.0287000000000002,1.08074039654408
"111",0.14,"DKW",0.89225,2.35943911866472,1,2.1812292974643,0.0322499999999999,1.08170155306808
"112",0.15,"DKW",0.8834,2.29621220130399,1,2.13373897601065,0.0333999999999999,1.07614484579417
"113",0.16,"DKW",0.8741,2.25337801032092,1,2.08591488400252,0.0341,1.08028281863403
"114",0.17,"DKW",0.8617,2.17882667698945,1,2.03249461111007,0.0317000000000001,1.07199628726172
"115",0.18,"DKW",0.8513,2.11152056098557,1,1.97229862287256,0.0312999999999999,1.07058867075121
"116",0.19,"DKW",0.84415,2.06802321279769,1,1.89731303674059,0.0341499999999999,1.08997470251423
"117",0.2,"DKW",0.83665,2.02170862844983,1,1.80115518018489,0.0366500000000001,1.12245110842826
"118",0.21,"DKW",0.82605,1.95998425114439,1,1.73411239084782,0.0360499999999999,1.13025214599046
"119",0.22,"DKW",0.82135,1.93654452680017,1,1.70075141231597,0.04135,1.13864055192117
"120",0.23,"DKW",0.8089,1.88305614886768,1,1.67423061689947,0.0388999999999999,1.12472925166961
"121",0.24,"DKW",0.7964,1.83068019619908,1,1.65071179542492,0.0364,1.10902472574132
"122",0.25,"DKW",0.7892,1.79334170092836,1,1.62821664989671,0.0392000000000001,1.1014146680309
"123",0.26,"DKW",0.7791,1.74972366088555,1,1.60693476503163,0.0390999999999999,1.08885792937034
"124",0.27,"DKW",0.7681,1.70629568814655,1,1.5861833595933,0.0381,1.07572411337366
"125",0.28,"DKW",0.7553,1.66287419425431,1,1.56601346120277,0.0352999999999999,1.06185178828357
"126",0.29,"DKW",0.743,1.6204044571632,1,1.54636124187441,0.0329999999999999,1.04788222394856
"127",0.3,"DKW",0.73625,1.59594655441485,1,1.527272549376,0.0362500000000001,1.0449651275844
"128",0.31,"DKW",0.7215,1.55838390571249,1,1.50897305766475,0.0315000000000001,1.0327446853983
"129",0.32,"DKW",0.71305,1.54079752886949,1,1.49120420745438,0.03305,1.03325723007432
"130",0.33,"DKW",0.70285,1.52094626127587,1,1.47307498882528,0.03285,1.03249751222018
"131",0.34,"DKW",0.69805,1.5137637186336,1,1.45543852922421,0.0380500000000001,1.04007396275299
"132",0.35,"DKW",0.6868,1.49495399020476,1,1.43797721241865,0.0368000000000002,1.03962286557398
"133",0.36,"DKW",0.6794,1.48102332773609,1,1.42101590788556,0.0394000000000001,1.04222853489361
"134",0.37,"DKW",0.66795,1.45951105097148,1,1.40356147287013,0.0379500000000002,1.03986257758055
"135",0.38,"DKW",0.6637,1.4529291557063,1,1.38634796014859,0.0436999999999999,1.04802632345676
"136",0.39,"DKW",0.65265,1.42933490378099,1,1.3684476876473,0.0426500000000001,1.0444936380713
"137",0.4,"DKW",0.64455,1.4115131381958,1,1.34869639616764,0.0445500000000001,1.04657589521753
"138",0.41,"DKW",0.6323,1.38563657104382,1,1.32825577478805,0.0423,1.04320011050953
"139",0.42,"DKW",0.6228,1.36669764290478,1,1.30787898495591,0.0428000000000002,1.04497255374957
"140",0.43,"DKW",0.61445,1.34685057756367,1,1.28751834605312,0.0444499999999999,1.04608262996208
"141",0.44,"DKW",0.60265,1.32041381350376,1,1.26682688890588,0.0426500000000001,1.04230011619358
"142",0.45,"DKW",0.5921,1.29763072979914,1,1.24582362120737,0.0421,1.04158462539149
"143",0.46,"DKW",0.5799,1.27277419567669,1,1.2250646799691,0.0399,1.03894448716682
"144",0.47,"DKW",0.57,1.25205369699992,1,1.20413835544474,0.04,1.03979222266155
"145",0.48,"DKW",0.5588,1.2285474919094,1,1.18287031538754,0.0387999999999999,1.03861554045922
"146",0.49,"DKW",0.54415,1.19113442370417,1,1.16148123898358,0.0341500000000001,1.02553048962422
"147",0.5,"DKW",0.53265,1.16168490041334,1,1.13993152738757,0.0326500000000001,1.01908305236159
"148",0.02,"DW",0.9859,3.99304658134587,1,3.32319444543124,0.00590000000000002,1.2015687456494
